Latitude,Longitude,Wildfire,NDVI,Avg_Temp,Avg_humid,Avg_wind,Total_precip
59.6069,-112.0679,1,3583,4.877391304,91.46900361,2.990573787,301.9319918
59.6031,-112.0874,1,2970,4.591304348,91.46900361,2.990573787,301.9319918
59.5994,-112.1069,1,3471,4.697391304,91.46900361,2.990573787,301.9319918
59.5957,-112.1264,1,3327,5.036521739,91.46715568,2.990573787,292.5659931
59.5501,-112.3621,1,4029,4.846086957,91.55249307,3.013581952,282.8619926
59.5191,-112.521,1,4095,4.709565217,91.59757397,3.006009303,273.6719937
59.5152,-112.541,1,4738,4.923333333,91.59757397,3.006009303,273.6719937
59.5113,-112.561,1,4342,5.386956522,91.64533948,3.006009303,274.2819938
59.4916,-112.6613,1,3219,5.601304348,91.61451607,2.964357312,274.2819938
59.4876,-112.6815,1,3310,5.486521739,91.61451607,2.964357312,274.2819938
59.1173,-114.4746,1,3335,5.051333333,92.24526542,2.972100147,340.5039906
59.1123,-114.4976,1,1591,5.289555556,92.24526542,2.972100147,340.5039906
59.1074,-114.5201,1,2701,4.876086957,92.38189042,3.130558504,392.9609903
59.6159,-112.0748,1,3853,5.313555556,91.46900361,2.990573787,301.9319918
59.6122,-112.0942,1,2935,4.835217391,91.46900361,2.990573787,301.9319918
59.6085,-112.1138,1,3535,4.903478261,91.46715568,2.990573787,292.5659931
59.6047,-112.1333,1,3751,4.989130435,91.46715568,2.990573787,292.5659931
59.5935,-112.1918,1,4433,5.433043478,91.46715568,2.990573787,292.5659931
59.5897,-112.2114,1,4152,5.343043478,91.46715568,2.990573787,289.6329925
59.5746,-112.29,1,4132,4.856086957,91.46121882,3.013581952,284.9939934
59.5708,-112.3098,1,4298,5.037391304,91.46121882,3.013581952,284.9939934
59.5669,-112.3295,1,4561,5.025217391,91.46121882,3.013581952,284.9939934
59.5554,-112.3889,1,3984,3.66,91.54596411,3.013581952,279.8229932
59.5165,-112.5881,1,3932,5.816956522,91.64533948,3.006009303,274.2819938
59.5126,-112.6081,1,4360,5.12,91.64533948,3.006009303,274.2819938
59.127,-114.4826,1,2934,5.557555556,92.24526542,2.972100147,340.5039906
59.6324,-112.0428,1,3661,4.999777778,91.46900361,2.990573787,301.9319918
59.6287,-112.0622,1,3739,5.028222222,91.46900361,2.990573787,301.9319918
59.6213,-112.1011,1,3576,4.366521739,91.46900361,2.990573787,301.9319918
59.6175,-112.1206,1,3767,4.252173913,91.46715568,2.990573787,292.5659931
59.6026,-112.1988,1,4298,4.632173913,91.46715568,2.990573787,292.5659931
59.5988,-112.2184,1,4700,4.439565217,91.46715568,2.990573787,289.6329925
59.5257,-112.5952,1,3373,4.699090909,91.64533948,3.006009303,274.2819938
59.5218,-112.6152,1,3361,5.224347826,91.64533948,3.006009303,274.2819938
59.1368,-114.4906,1,3449,5.780666667,92.24526542,2.972100147,340.5039906
59.6414,-112.0496,1,4187,5.801555556,91.46900361,2.990573787,301.9319918
59.6377,-112.069,1,3816,5.214888889,91.46900361,2.990573787,301.9319918
59.5349,-112.6023,1,3898,5.011333333,91.64533948,3.006009303,274.2819938
59.531,-112.6224,1,3202,5.653478261,91.64533948,3.006009303,274.2819938
59.176,-114.3607,1,3866,4.404347826,92.21953534,2.972100147,340.5039906
59.1416,-114.5217,1,3288,5.145111111,92.24526542,3.130558504,340.5039906
59.1367,-114.5445,1,4026,5.154888889,92.26519184,3.130558504,336.4239918
59.6439,-112.0588,1,4046,5.801555556,91.46900361,2.990573787,301.9319918
59.5359,-112.6103,1,3724,5.570444444,91.64533948,3.006009303,274.2819938
59.5319,-112.6303,1,3871,5.684222222,91.64533948,3.006009303,274.2819938
59.1714,-114.364,1,3750,4.506956522,92.21953534,2.972100147,340.5039906
59.6454,-112.1045,1,3998,4.583913043,91.46900361,2.990573787,301.9319918
59.6417,-112.1239,1,3774,4.712608696,91.46715568,2.990573787,292.5659931
59.6304,-112.1824,1,4107,4.284222222,91.46715568,2.990573787,292.5659931
59.5844,-112.4182,1,3855,5.157391304,91.44864084,3.013581952,276.301994
59.5569,-112.5574,1,3897,4.08173913,91.59757397,3.006009303,273.6719937
59.181,-114.3722,1,2721,4.434782609,92.21953534,2.972100147,340.5039906
59.6545,-112.1113,1,3726,5.155652174,91.33407186,2.990573787,292.5659931
59.647,-112.1503,1,3270,4.306086957,91.46715568,2.990573787,292.5659931
59.574,-112.5245,1,4742,4.926956522,91.46618981,3.006009303,278.1739938
59.5701,-112.5445,1,4245,4.931304348,91.46618981,3.006009303,278.1739938
59.5661,-112.5645,1,4129,4.017391304,91.48707521,3.006009303,275.272993
59.1609,-114.5175,1,2981,4.944545455,92.24526542,3.130558504,340.5039906
59.6181,-112.3531,1,4273,5.664782609,91.46121882,3.013581952,284.9939934
59.6142,-112.3728,1,4149,5.80173913,91.46121882,3.013581952,284.9939934
59.6065,-112.4124,1,3176,5.466956522,91.44864084,3.013581952,276.301994
59.6026,-112.4322,1,3892,4.710434783,91.44864084,3.013581952,276.301994
59.5871,-112.5117,1,4633,4.816956522,91.46618981,3.006009303,278.1739938
59.5831,-112.5316,1,4552,5.289130435,91.46618981,3.006009303,278.1739938
59.5753,-112.5715,1,3381,3.765217391,91.48707521,3.006009303,275.272993
59.1758,-114.5023,1,2536,4.714782609,92.24526542,3.130558504,340.5039906
59.1707,-114.5253,1,1758,5.146363636,92.24526542,3.130558504,340.5039906
59.6001,-112.4988,1,4344,4.473913043,91.46618981,3.006009303,278.1739938
59.5962,-112.5187,1,3628,4.286956522,91.46618981,3.006009303,278.1739938
59.1856,-114.51,1,3163,4.523478261,92.24526542,3.130558504,340.5039906
59.6132,-112.4859,1,4179,5.218695652,91.46618981,3.013581952,278.1739938
59.6093,-112.5058,1,3222,4.425652174,91.46618981,3.006009303,278.1739938
59.6223,-112.493,1,4230,5.768695652,91.46618981,3.013581952,278.1739938
59.6184,-112.5129,1,3865,5.213043478,91.46618981,3.006009303,278.1739938
59.608,-112.6199,1,4094,4.330869565,91.48707521,3.006009303,275.272993
59.6041,-112.6399,1,4462,4.21173913,91.48707521,3.006009303,275.272993
59.6224,-112.6542,1,4506,4.402608696,91.45242218,3.006009303,275.272993
59.6806,-112.4739,1,3528,6.060869565,91.34601962,3.013581952,278.1739938
59.7027,-112.4681,1,3715,4.51,91.34360616,3.013581952,276.301994
59.7118,-112.4752,1,4207,4.668695652,91.34601962,3.013581952,278.1739938
59.6885,-112.5946,1,3600,4.702173913,91.33854005,3.006009303,275.272993
59.73,-112.4892,1,4030,4.96173913,91.34601962,3.013581952,278.1739938
59.7262,-112.5091,1,3815,5.076521739,91.34601962,3.006009303,278.1739938
59.699,-112.6488,1,3564,5.344666667,91.36996079,3.006009303,275.272993
59.6845,-112.7767,1,4291,4.112222222,91.39654254,3.000780577,284.8799936
59.6805,-112.7969,1,3796,4.009111111,91.39654254,3.000780577,284.8799936
59.6765,-112.8171,1,3254,4.537391304,91.39654254,3.000780577,284.8799936
59.6725,-112.8374,1,3304,5.857555556,91.39582764,3.000780577,286.4749934
59.4154,-114.1023,1,3328,7.499333333,91.80138814,2.900226915,339.5169924
59.4108,-114.1242,1,3898,6.104666667,91.80138814,2.900226915,339.5169924
59.3879,-114.233,1,3097,5.326956522,91.83665384,2.900226915,331.6709926
59.6976,-112.7637,1,3669,4.568666667,91.39654254,3.000780577,284.8799936
59.6937,-112.7839,1,4075,4.129111111,91.39654254,3.000780577,284.8799936
59.4204,-114.1321,1,3715,5.779565217,91.80138814,2.900226915,339.5169924
59.4158,-114.154,1,4108,6.471333333,91.80138814,2.900226915,339.5169924
59.4021,-114.2194,1,4547,6.160434783,91.83665384,2.900226915,331.6709926
59.379,-114.3289,1,1900,5.782444444,91.88126421,3.016016078,349.5689911
59.6986,-112.7714,1,4211,4.568666667,91.39654254,3.000780577,284.8799936
59.6946,-112.7916,1,4261,4.129111111,91.39654254,3.000780577,284.8799936
59.4218,-114.1145,1,3673,6.874347826,91.80138814,2.900226915,339.5169924
59.4171,-114.1364,1,4289,5.779565217,91.80138814,2.900226915,339.5169924
59.4124,-114.1582,1,4098,5.927777778,91.80138814,2.900226915,339.5169924
59.3985,-114.2233,1,3943,5.7,91.83665384,2.900226915,331.6709926
59.4127,-114.2097,1,5280,6.900869565,91.83665384,2.900226915,331.6709926
59.3894,-114.3187,1,2735,5.695333333,91.88126421,3.016016078,349.5689911
59.3847,-114.3404,1,1867,5.413111111,91.88126421,3.016016078,349.5689911
59.7209,-112.7656,1,3553,4.806888889,91.39654254,3.000780577,284.8799936
59.4409,-114.1302,1,4618,6.447391304,91.80138814,2.900226915,339.5169924
59.4316,-114.1741,1,2892,6.51826087,91.80138814,2.900226915,339.5169924
59.4269,-114.1959,1,4186,7.463478261,91.83665384,2.900226915,331.6709926
59.4222,-114.2178,1,3085,7.070434783,91.83665384,2.900226915,331.6709926
59.4176,-114.2396,1,3343,6.233913043,91.83665384,2.900226915,331.6709926
59.7261,-112.793,1,3750,4.394888889,91.39654254,3.000780577,284.8799936
59.7221,-112.8132,1,2911,4.533555556,91.39654254,3.000780577,284.8799936
59.4551,-114.1162,1,5083,6.044782609,91.80138814,2.900226915,339.5169924
59.4505,-114.1381,1,4256,6.174347826,91.80138814,2.900226915,339.5169924
59.4365,-114.2039,1,3228,7.314347826,91.83665384,2.900226915,331.6709926
59.4318,-114.2258,1,2992,7.299565217,91.83665384,2.900226915,331.6709926
59.4272,-114.2474,1,2361,6.360434783,91.83665384,2.900226915,331.6709926
59.7591,-112.6796,1,4515,5.282888889,91.33570162,2.944074437,277.9789941
59.4507,-114.1899,1,3797,6.94,91.83665384,2.900226915,331.6709926
59.446,-114.2119,1,3817,7.026956522,91.83665384,2.900226915,331.6709926
59.4414,-114.2337,1,3203,6.612608696,91.83665384,2.900226915,331.6709926
59.7365,-112.8478,1,4045,4.911777778,91.39582764,3.000780577,286.4749934
59.7325,-112.868,1,3952,4.91,91.39582764,3.000780577,286.4749934
59.4649,-114.1758,1,4257,6.917826087,91.80138814,2.900226915,339.5169924
59.4556,-114.2199,1,3684,7.062173913,91.83665384,2.900226915,331.6709926
59.451,-114.2416,1,3497,6.195652174,91.83665384,2.900226915,331.6709926
59.7457,-112.855,1,4232,4.652666667,91.39098348,3.000780577,278.2109941
59.7417,-112.8752,1,4241,4.603777778,91.39098348,3.000780577,278.2109941
59.4698,-114.2057,1,3974,6.67173913,91.70983928,2.900226915,318.8109931
59.4652,-114.2278,1,4061,6.710869565,91.83665384,2.900226915,331.6709926
59.7826,-112.7211,1,3699,4.793043478,91.33570162,2.944074437,277.9789941
59.7747,-112.7613,1,4236,4.428695652,91.37589107,3.001988386,276.5989926
59.7917,-112.7283,1,3540,4.55826087,91.33570162,2.944074437,277.9789941
59.6142,-113.7697,1,4303,4.559565217,91.58086851,2.897844742,308.7699924
59.6097,-113.7911,1,3520,4.626086957,91.58086851,2.897844742,308.7699924
59.6053,-113.8125,1,4283,4.550869565,91.58086851,2.897844742,308.7699924
59.6236,-113.7774,1,3741,5.106521739,91.58086851,2.897844742,308.7699924
59.6192,-113.7988,1,4094,4.790869565,91.58086851,2.897844742,308.7699924
59.6419,-113.7423,1,4558,4.950869565,91.58086851,2.934024444,308.7699924
59.6375,-113.7637,1,3413,4.641304348,91.58086851,2.897844742,308.7699924
59.633,-113.785,1,4086,4.540434783,91.58086851,2.897844742,308.7699924
59.6286,-113.8064,1,4099,4.524782609,91.58086851,2.897844742,308.7699924
59.6469,-113.7713,1,3796,4.546086957,91.58086851,2.897844742,308.7699924
59.638,-113.8141,1,3639,3.774,91.58086851,2.897844742,308.7699924
59.6607,-113.7576,1,4313,5.005652174,91.44569666,2.897844742,308.7699924
59.6563,-113.779,1,3761,4.681304348,91.44569666,2.897844742,308.7699924
59.6701,-113.7652,1,4518,5.643636364,91.44569666,2.897844742,308.7699924
59.6657,-113.7867,1,4325,5.076086957,91.44569666,2.897844742,308.7699924
59.6256,-113.9807,1,3955,4.544782609,91.59013208,2.897844742,288.7809935
59.6396,-113.9667,1,5052,4.357391304,91.59013208,2.897844742,288.7809935
59.6351,-113.9885,1,3832,4.565217391,91.59013208,2.897844742,288.7809935
59.6306,-114.0102,1,3746,4.544782609,91.59013208,2.885738451,303.2219932
59.6491,-113.9745,1,3484,4.734347826,91.40797281,2.897844742,288.7809935
59.6446,-113.9962,1,3709,4.726521739,91.59013208,2.897844742,288.7809935
59.6468,-113.9795,1,3684,4.743913043,91.59013208,2.897844742,288.7809935
59.6422,-114.0012,1,3392,4.726521739,91.59013208,2.885738451,303.2219932
59.7011,-113.7724,1,5088,4.341304348,91.44569666,2.897844742,308.7699924
59.6562,-113.9873,1,4221,4.73173913,91.40797281,2.897844742,288.7809935
59.6517,-114.009,1,3771,4.603043478,91.40797281,2.885738451,303.2219932
59.6657,-113.9951,1,3799,4.63826087,91.40797281,2.897844742,288.7809935
59.6566,-114.0384,1,4219,4.173913043,91.40797281,2.885738451,303.2219932
59.7338,-113.774,1,4419,4.894444444,91.44569666,2.897844742,308.7699924
59.7293,-113.7954,1,4240,4.792222222,91.44569666,2.897844742,308.7699924
59.671,-114.0758,1,5195,3.516086957,91.40797281,2.885738451,303.2219932
59.6665,-114.0976,1,5352,0.324666667,91.32213399,2.885738451,317.3169921
59.7432,-113.7817,1,3333,4.529130435,91.48031916,2.897844742,285.3449933
59.7388,-113.8031,1,3984,4.34826087,91.48031916,2.897844742,285.3449933
59.6805,-114.0836,1,4225,2.605652174,91.40797281,2.885738451,303.2219932
59.7482,-113.8108,1,3426,4.446086957,91.48031916,2.997903127,285.3449933
59.7437,-113.8322,1,4035,3.466956522,91.39987939,2.897844742,297.9519925
59.69,-114.0915,1,4723,3.085217391,91.32213399,2.885738451,317.3169921
59.732,-114.0497,1,4255,3.095777778,91.40797281,2.885738451,303.2219932
59.4078,-115.5611,1,2569,4.424347826,92.03917116,3.045485992,372.9159912
59.3969,-115.61,1,3717,3.814782609,92.03917116,3.045485992,372.9159912
59.3915,-115.6345,1,4085,3.766,91.98768004,3.045485992,378.6669915
59.3886,-115.6071,1,3300,3.672608696,92.03917116,3.045485992,372.9159912
59.383,-115.6315,1,3301,4.645217391,91.98768004,3.045485992,378.6669915
59.7791,-113.866,1,3977,4.899777778,91.39987939,2.997903127,297.9519925
59.7746,-113.8874,1,3122,4.858888889,91.39987939,2.997903127,297.9519925
59.7385,-114.06,1,2896,2.267209302,91.2402871,2.885738451,310.3989927
59.4095,-115.5674,1,3410,4.424347826,92.03917116,3.045485992,372.9159912
59.3985,-115.6161,1,3861,3.792173913,91.98768004,3.045485992,378.6669915
59.393,-115.6405,1,4455,3.766,91.98768004,3.045485992,378.6669915
59.7795,-113.9167,1,4454,4.848666667,91.2402871,2.997903127,285.8509935
59.7751,-113.9382,1,4435,5.514,91.2402871,2.997903127,285.8509935
59.436,-115.503,1,1370,4.985652174,92.09535241,3.045485992,359.916992
59.4306,-115.527,1,3160,5.286086957,92.03917116,3.045485992,372.9159912
59.425,-115.5515,1,2705,5.102608696,92.03917116,3.045485992,372.9159912
59.4085,-115.6248,1,3065,4.550434783,91.98768004,3.045485992,378.6669915
59.4513,-115.4875,1,3576,3.99173913,92.09535241,3.045694038,359.916992
59.4405,-115.5358,1,1310,5.044347826,92.03917116,3.045485992,372.9159912
59.435,-115.5601,1,968,4.110869565,92.03917116,3.045485992,372.9159912
59.4296,-115.5843,1,3238,4.155652174,92.03917116,3.045485992,372.9159912
59.424,-115.6087,1,4290,4.499565217,92.03917116,3.045485992,372.9159912
59.4185,-115.6334,1,3697,4.281304348,91.98768004,3.045485992,378.6669915
59.7939,-113.9537,1,4055,5.658444444,91.2402871,2.997903127,285.8509935
59.4504,-115.5445,1,1220,4.809130435,92.03917116,3.045485992,372.9159912
59.4395,-115.593,1,3738,3.488695652,92.03917116,3.045485992,372.9159912
59.434,-115.6175,1,3552,5.90902439,91.98768004,3.045485992,378.6669915
59.4658,-115.529,1,2046,4.333913043,92.03917116,3.045485992,372.9159912
59.4603,-115.5532,1,3441,4.990434783,92.03917116,3.045485992,372.9159912
59.8083,-113.9909,1,2664,5.522888889,91.2402871,2.997903127,285.8509935
59.7993,-114.0342,1,2547,5.886,91.2402871,2.962364706,310.3989927
59.7948,-114.0559,1,2903,5.786,91.2402871,2.962364706,310.3989927
59.7903,-114.0776,1,2977,5.055454545,91.2402871,2.962364706,310.3989927
59.4811,-115.5135,1,1086,2.939130435,91.95321122,3.045485992,385.0399904
59.4703,-115.5619,1,3354,4.037826087,91.89524694,3.045485992,400.2039899
59.4649,-115.5861,1,2271,4.329130435,92.03917116,3.045485992,372.9159912
59.8132,-114.0204,1,2219,5.382444444,91.2402871,2.962364706,310.3989927
59.8087,-114.042,1,4553,5.738,91.2402871,2.962364706,310.3989927
59.8043,-114.0637,1,2915,5.81,91.2402871,2.962364706,310.3989927
59.7998,-114.0855,1,4201,5.526888889,91.2402871,2.962364706,310.3989927
59.4963,-115.4981,1,1595,3.763913043,91.95321122,3.045485992,385.0399904
59.4802,-115.5705,1,1912,3.574782609,91.89524694,3.045485992,400.2039899
59.8137,-114.0716,1,3691,5.790444444,91.2402871,2.962364706,310.3989927
59.8092,-114.0933,1,2743,5.742,91.25359146,2.962364706,319.5429924
59.5115,-115.4829,1,3918,5.017826087,91.95321122,2.841910777,385.0399904
59.5062,-115.5068,1,4439,4.830434783,91.95321122,2.863206793,385.0399904
59.5266,-115.4683,1,3524,5.323043478,91.95321122,2.841910777,385.0399904
59.5214,-115.4918,1,3292,5.303043478,91.95321122,2.841910777,385.0399904
59.5161,-115.5155,1,3096,5.37826087,91.95321122,2.863206793,385.0399904
59.5001,-115.5877,1,1572,3.286086957,91.89524694,3.045485992,400.2039899
59.5197,-115.4686,1,4007,5.447391304,91.95321122,2.841910777,385.0399904
59.5143,-115.4923,1,2991,5.303043478,91.95321122,2.841910777,385.0399904
59.5294,-115.478,1,3937,5.712608696,91.95321122,2.841910777,385.0399904
59.5241,-115.5013,1,3637,5.702173913,91.95321122,2.863206793,385.0399904
59.5188,-115.5249,1,3096,5.266086957,91.89524694,2.863206793,400.2039899
59.508,-115.573,1,1848,4.584782609,91.89524694,2.863206793,400.2039899
59.5026,-115.5969,1,2629,3.286086957,91.89524694,3.045485992,400.2039899
59.5392,-115.4868,1,3660,5.709130435,91.95321122,2.841910777,385.0399904
59.534,-115.5102,1,2743,5.756086957,91.95321122,2.863206793,385.0399904
59.5233,-115.5579,1,3346,5.003478261,91.89524694,2.863206793,400.2039899
59.5179,-115.5818,1,3698,4.796086957,91.89524694,2.863206793,400.2039899
59.5491,-115.4955,1,4114,5.679565217,91.95321122,2.841910777,385.0399904
59.5332,-115.5664,1,3871,5.324782609,91.89524694,2.863206793,400.2039899
59.5278,-115.5905,1,4072,4.375217391,91.89524694,2.863206793,400.2039899
59.5537,-115.5278,1,3042,5.082173913,91.89524694,2.863206793,400.2039899
59.5484,-115.5514,1,4245,4.909565217,91.89524694,2.863206793,400.2039899
59.7667,-115.7956,1,3543,4.994090909,91.40531332,2.686279682,345.0599923
59.7875,-115.756,1,3951,5.123333333,91.41613143,2.686279682,344.1769904
59.7821,-115.7802,1,3459,5.053111111,91.41613143,2.686279682,344.1769904
59.7865,-115.8134,1,4241,4.981555556,91.40531332,2.686279682,345.0599923
59.781,-115.8378,1,4624,4.754090909,91.40531332,2.686279682,345.0599923
59.7755,-115.8622,1,4431,3.855,91.40531332,2.686279682,345.0599923
59.7964,-115.8223,1,4133,5.403636364,91.40531332,2.686279682,345.0599923
59.8008,-115.8556,1,4991,5.562727273,91.40531332,2.686279682,345.0599923
59.8162,-115.84,1,4755,5.750888889,91.40531332,2.686279682,345.0599923
59.8306,-115.8821,1,5311,6.384545455,91.32081278,2.686279682,350.1419917
59.833,-115.8915,1,5618,6.241111111,91.31353483,2.686279682,349.4209912
59.8484,-115.876,1,4714,5.808139535,91.32081278,2.686279682,350.1419917
59.8429,-115.9004,1,5567,6.533555556,91.31353483,2.686279682,349.4209912
59.9122,-116.2957,1,3817,5.971333333,91.20149801,2.536718031,352.9059924
59.9065,-116.3208,1,4114,6.001111111,91.20149801,2.536718031,352.9059924
59.9222,-116.3048,1,4130,6.026888889,91.13933515,2.536718031,350.0739916
59.9165,-116.3299,1,4151,6.589090909,91.20149801,2.536718031,352.9059924
59.9622,-116.1981,1,4639,5.484222222,91.14193251,2.668173626,348.829992
59.1828,-114.5117,1,3615,4.523478261,92.24526542,3.130558504,340.5039906
57.0955,-113.8358,1,4582,5.601162791,92.45542992,3.060456721,606.0389855
57.1113,-113.837,1,4618,6.399545455,92.45542992,3.060456721,606.0389855
57.1196,-113.8419,1,3648,5.813555556,92.45542992,3.060456721,606.0389855
57.3112,-113.4477,1,5086,5.105652174,92.49933601,3.227273394,536.7779869
57.5328,-114.8303,1,5195,7.844666667,91.77880536,2.65018744,623.1369854
57.5314,-114.8393,1,4719,7.625555556,91.77880536,2.65018744,623.1369854
57.5466,-114.8403,1,4944,8.145111111,91.77880536,2.65018744,623.1369854
57.6372,-115.87,1,3821,6.431860465,92.30603925,2.930543122,655.8889859
57.6517,-115.8718,1,3072,6.556976744,92.30603925,2.930543122,655.8889859
